season,week,team,division,record,playoff_prob,made_playoffs
2013,8,ARI,NFC West,4-4,0.107,0
2013,8,BAL,AFC North,3-4,0.097,0
2013,8,WAS,NFC East,2-5,0.095,0
2013,8,CLE,AFC North,3-5,0.076,0
2013,8,BUF,AFC East,3-5,0.067,0
2013,8,OAK,AFC West,3-4,0.051,0
2013,8,STL,NFC West,3-5,0.032,0
2013,8,PIT,AFC North,2-5,0.021,0
2013,8,HOU,AFC South,2-5,0.015,0
2013,8,ATL,NFC South,2-5,0.011,0
2013,8,NYG,NFC East,2-6,0.006,0
2013,8,JAX,AFC South,0-8,0,0
2013,8,MIN,NFC North,1-6,0,0
2013,8,TB,NFC South,0-7,0,0
2013,9,KC,AFC West,9-0,1,1
2013,9,SEA,NFC West,8-1,0.996,1
2013,9,DEN,AFC West,7-1,0.979,1
2013,9,NE,AFC East,7-2,0.966,1
2013,9,CIN,AFC North,6-3,0.962,1
2013,9,IND,AFC South,6-2,0.954,1
2013,9,NO,NFC South,6-2,0.935,1
2013,9,SF,NFC West,6-2,0.874,1
2013,9,DAL,NFC East,5-4,0.688,0
2013,9,GB,NFC North,5-3,0.653,1
2013,9,DET,NFC North,5-3,0.625,0
2013,9,CHI,NFC North,5-3,0.472,0
2013,9,NYJ,AFC East,5-4,0.387,0
2013,9,CAR,NFC South,5-3,0.32,1
2013,9,MIA,AFC East,4-4,0.225,0
2013,9,TEN,AFC South,4-4,0.223,0
2013,9,PHI,NFC East,4-5,0.217,1
2013,9,SD,AFC West,4-4,0.124,1
2013,9,ARI,NFC West,4-4,0.107,0
2013,9,WAS,NFC East,3-5,0.091,0
2013,9,CLE,AFC North,4-5,0.063,0
2013,9,BAL,AFC North,3-5,0.042,0
2013,9,BUF,AFC East,3-6,0.029,0
2013,9,OAK,AFC West,3-5,0.025,0
2013,9,NYG,NFC East,2-6,0.021,0
2013,9,PIT,AFC North,2-6,0.011,0
2013,9,HOU,AFC South,2-6,0.008,0
2013,9,STL,NFC West,3-6,0.002,0
2013,9,ATL,NFC South,2-6,0,0
2013,9,JAX,AFC South,0-8,0,0
2013,9,MIN,NFC North,1-7,0,0
2013,9,TB,NFC South,0-8,0,0
2013,10,KC,AFC West,9-0,1,1
2013,10,SEA,NFC West,9-1,0.998,1
2013,10,DEN,AFC West,8-1,0.994,1
2013,10,NE,AFC East,7-2,0.975,1
2013,10,IND,AFC South,6-3,0.933,1
2013,10,NO,NFC South,7-2,0.907,1
2013,10,CIN,AFC North,6-4,0.88,1
2013,10,DET,NFC North,6-3,0.832,0
2013,10,SF,NFC West,6-3,0.747,1
2013,10,CAR,NFC South,6-3,0.564,1
2013,10,DAL,NFC East,5-5,0.547,0
2013,10,NYJ,AFC East,5-4,0.495,0
2013,10,PHI,NFC East,5-5,0.402,1
2013,10,CHI,NFC North,5-4,0.394,0
2013,10,GB,NFC North,5-4,0.362,1
2013,10,CLE,AFC North,4-5,0.183,0
2013,10,TEN,AFC South,4-5,0.164,0
2013,10,ARI,NFC West,5-4,0.16,0
2013,10,MIA,AFC East,4-5,0.149,0
2013,10,BAL,AFC North,4-5,0.118,0
2013,10,SD,AFC West,4-5,0.069,1
2013,10,WAS,NFC East,3-6,0.059,0
2013,10,NYG,NFC East,3-6,0.027,0
2013,10,BUF,AFC East,3-7,0.015,0
2013,10,PIT,AFC North,3-6,0.015,0
2013,10,OAK,AFC West,3-6,0.011,0
2013,10,ATL,NFC South,2-7,0,0
2013,10,HOU,AFC South,2-7,0,0
2013,10,JAX,AFC South,1-8,0,0
2013,10,MIN,NFC North,2-7,0,0
2013,10,STL,NFC West,4-6,0,0
2013,10,TB,NFC South,1-8,0,0
2013,11,DEN,AFC West,9-1,1,1
2013,11,KC,AFC West,9-1,1,1
2013,11,SEA,NFC West,10-1,1,1
2013,11,IND,AFC South,7-3,0.981,1
2013,11,NE,AFC East,7-3,0.979,1
2013,11,CIN,AFC North,7-4,0.962,1
2013,11,NO,NFC South,8-2,0.954,1
2013,11,CAR,NFC South,7-3,0.789,1
2013,11,DET,NFC North,6-4,0.768,0
2013,11,SF,NFC West,6-4,0.606,1
2013,11,PHI,NFC East,6-5,0.585,1
2013,11,NYJ,AFC East,5-5,0.463,0
2013,11,DAL,NFC East,5-5,0.413,0
2013,11,CHI,NFC North,6-4,0.394,0
2013,11,ARI,NFC West,6-4,0.232,0
2013,11,MIA,AFC East,5-5,0.217,0
2013,11,GB,NFC North,5-5,0.192,1
2013,11,BAL,AFC North,4-6,0.109,0
2013,11,CLE,AFC North,4-6,0.101,0
2013,11,TEN,AFC South,4-6,0.08,0
2013,11,NYG,NFC East,4-6,0.038,0
2013,11,PIT,AFC North,4-6,0.036,0
2013,11,BUF,AFC East,4-7,0.027,0
2013,11,OAK,AFC West,4-6,0.023,0
2013,11,SD,AFC West,4-6,0.021,1
2013,11,STL,NFC West,4-6,0.015,0
2013,11,WAS,NFC East,3-7,0.015,0
2013,11,ATL,NFC South,2-8,0,0
2013,11,HOU,AFC South,2-8,0,0
2013,11,JAX,AFC South,1-9,0,0
2013,11,MIN,NFC North,2-8,0,0
2013,11,TB,NFC South,2-8,0,0
2013,12,DEN,AFC West,9-2,1,1
2013,12,KC,AFC West,9-2,1,1
2013,12,NE,AFC East,8-3,0.998,1
2013,12,SEA,NFC West,10-1,0.998,1
2013,12,NO,NFC South,9-2,0.983,1
2013,12,IND,AFC South,7-4,0.977,1
2013,12,CIN,AFC North,7-4,0.941,1
2013,12,CAR,NFC South,8-3,0.907,1
2013,12,SF,NFC West,7-4,0.573,1
2013,12,DET,NFC North,6-5,0.566,0
2013,12,DAL,NFC East,6-5,0.518,0
2013,12,PHI,NFC East,6-5,0.514,1
2013,12,ARI,NFC West,7-4,0.398,0
2013,12,CHI,NFC North,6-5,0.366,0
2013,12,MIA,AFC East,5-6,0.234,0
2013,12,NYJ,AFC East,5-6,0.229,0
2013,12,GB,NFC North,5-5-1,0.166,1
2013,12,BAL,AFC North,5-6,0.162,0
2013,12,PIT,AFC North,5-6,0.147,0
2013,12,TEN,AFC South,5-6,0.126,0
2013,12,SD,AFC West,5-6,0.109,1
2013,12,BUF,AFC East,4-7,0.038,0
2013,12,CLE,AFC North,4-7,0.034,0
2013,12,NYG,NFC East,4-7,0.008,0
2013,12,OAK,AFC West,4-7,0.004,0
2013,12,STL,NFC West,5-6,0.002,0
2013,12,ATL,NFC South,2-9,0,0
2013,12,HOU,AFC South,2-9,0,0
2013,12,JAX,AFC South,2-9,0,0
2013,12,MIN,NFC North,2-8-1,0,0
2013,12,TB,NFC South,3-8,0,0
2013,12,WAS,NFC East,3-8,0,0
2013,13,DEN,AFC West,10-2,1,1
2013,13,KC,AFC West,9-3,1,1
2013,13,NE,AFC East,9-3,1,1
2013,13,SEA,NFC West,11-1,1,1
2013,13,IND,AFC South,8-4,0.998,1
2013,13,CIN,AFC North,8-4,0.989,1
2013,13,NO,NFC South,9-3,0.973,1
2013,13,CAR,NFC South,9-3,0.964,1
2013,13,SF,NFC West,8-4,0.764,1
2013,13,DET,NFC North,7-5,0.737,0
2013,13,PHI,NFC East,7-5,0.554,1
2013,13,DAL,NFC East,7-5,0.514,0
2013,13,MIA,AFC East,6-6,0.36,0
2013,13,BAL,AFC North,6-6,0.291,0
2013,13,ARI,NFC West,7-5,0.198,0
2013,13,CHI,NFC North,6-6,0.198,0
2013,13,PIT,AFC North,5-7,0.109,0
2013,13,NYJ,AFC East,5-7,0.105,0
2013,13,GB,NFC North,5-6-1,0.091,1
2013,13,TEN,AFC South,5-7,0.08,0
2013,13,SD,AFC West,5-7,0.057,1
2013,13,CLE,AFC North,4-8,0.008,0
2013,13,NYG,NFC East,5-7,0.008,0
2013,13,BUF,AFC East,4-8,0.002,0
2013,13,ATL,NFC South,3-9,0,0
2013,13,HOU,AFC South,2-10,0,0
2013,13,JAX,AFC South,3-9,0,0
2013,13,MIN,NFC North,3-8-1,0,0
2013,13,OAK,AFC West,4-8,0,0
2013,13,STL,NFC West,5-7,0,0
2013,13,TB,NFC South,3-9,0,0
2013,13,WAS,NFC East,3-9,0,0
2013,14,DEN,AFC West,11-2,1,1
2013,14,KC,AFC West,10-3,1,1
2013,14,NE,AFC East,10-3,1,1
2013,14,SEA,NFC West,11-2,1,1
2013,14,CIN,AFC North,9-4,0.998,1
2013,14,IND,AFC South,8-5,0.998,1
2013,14,NO,NFC South,10-3,0.989,1
2013,14,CAR,NFC South,9-4,0.945,1
2013,14,SF,NFC West,9-4,0.874,1
2013,14,PHI,NFC East,8-5,0.697,1
2013,14,DET,NFC North,7-6,0.623,0
2013,14,MIA,AFC East,7-6,0.581,0
2013,14,DAL,NFC East,7-6,0.326,0
2013,14,CHI,NFC North,7-6,0.282,0
2013,14,BAL,AFC North,7-6,0.246,0
2013,14,ARI,NFC West,8-5,0.16,0
2013,14,GB,NFC North,6-6-1,0.103,1
2013,14,NYJ,AFC East,6-7,0.086,0
2013,14,SD,AFC West,6-7,0.051,1
2013,14,TEN,AFC South,5-8,0.027,0
2013,14,PIT,AFC North,5-8,0.011,0
2013,14,CLE,AFC North,4-9,0.002,0
2013,14,ATL,NFC South,3-10,0,0
2013,14,BUF,AFC East,4-9,0,0
2013,14,HOU,AFC South,2-11,0,0
2013,14,JAX,AFC South,4-9,0,0
2013,14,MIN,NFC North,3-9-1,0,0
2013,14,NYG,NFC East,5-8,0,0
2013,14,OAK,AFC West,4-9,0,0
2013,14,STL,NFC West,5-8,0,0
2013,14,TB,NFC South,4-9,0,0
2013,14,WAS,NFC East,3-10,0,0
2013,15,DEN,AFC West,11-3,1,1
2013,15,IND,AFC South,9-5,1,1
2013,15,KC,AFC West,11-3,1,1
2013,15,SEA,NFC West,12-2,1,1
2013,15,NE,AFC East,10-4,0.998,1
2013,15,CIN,AFC North,9-5,0.962,1
2013,15,NO,NFC South,10-4,0.96,1
2013,15,SF,NFC West,10-4,0.943,1
2013,15,CAR,NFC South,10-4,0.922,1
2013,15,PHI,NFC East,8-6,0.739,1
2013,15,MIA,AFC East,8-6,0.646,0
2013,15,CHI,NFC North,8-6,0.594,0
2013,15,BAL,AFC North,8-6,0.312,0
2013,15,GB,NFC North,7-6-1,0.309,1
2013,15,DAL,NFC East,7-7,0.261,0
2013,15,ARI,NFC West,9-5,0.175,0
2013,15,DET,NFC North,7-7,0.097,0
2013,15,SD,AFC West,7-7,0.078,1
2013,15,NYJ,AFC East,6-8,0.004,0
2013,15,ATL,NFC South,4-10,0,0
2013,15,BUF,AFC East,5-9,0,0
2013,15,CLE,AFC North,4-10,0,0
2013,15,HOU,AFC South,2-12,0,0
2013,15,JAX,AFC South,4-10,0,0
2013,15,MIN,NFC North,4-9-1,0,0
2013,15,NYG,NFC East,5-9,0,0
2013,15,OAK,AFC West,4-10,0,0
2013,15,PIT,AFC North,6-8,0,0
2013,15,STL,NFC West,6-8,0,0
2013,15,TB,NFC South,4-10,0,0
2013,15,TEN,AFC South,5-9,0,0
2013,15,WAS,NFC East,3-11,0,0
2013,16,CIN,AFC North,10-5,1,1
2013,16,DEN,AFC West,12-3,1,1
2013,16,IND,AFC South,10-5,1,1
2013,16,KC,AFC West,11-4,1,1
2013,16,NE,AFC East,11-4,1,1
2013,16,SEA,NFC West,12-3,1,1
2013,16,CAR,NFC South,11-4,0.987,1
2013,16,SF,NFC West,11-4,0.863,1
2013,16,NO,NFC South,10-5,0.752,1
2013,16,PHI,NFC East,9-6,0.741,1
2013,16,CHI,NFC North,8-7,0.674,0
2013,16,MIA,AFC East,8-7,0.512,0
2013,16,ARI,NFC West,10-5,0.398,0
2013,16,GB,NFC North,7-7-1,0.326,1
2013,16,DAL,NFC East,8-7,0.259,0
2013,16,BAL,AFC North,8-7,0.223,0
2013,16,SD,AFC West,8-7,0.215,1
2013,16,PIT,AFC North,7-8,0.027,0
2013,16,NYJ,AFC East,7-8,0.023,0
2013,16,ATL,NFC South,4-11,0,0
2013,16,BUF,AFC East,6-9,0,0
2013,16,CLE,AFC North,4-11,0,0
2013,16,DET,NFC North,7-8,0,0
2013,16,HOU,AFC South,2-13,0,0
2013,16,JAX,AFC South,4-11,0,0
2013,16,MIN,NFC North,4-10-1,0,0
2013,16,NYG,NFC East,6-9,0,0
2013,16,OAK,AFC West,4-11,0,0
2013,16,STL,NFC West,7-8,0,0
2013,16,TB,NFC South,4-11,0,0
2013,16,TEN,AFC South,6-9,0,0
2013,16,WAS,NFC East,3-12,0,0
2013,17,CAR,NFC South,12-4,1,1
2013,17,CIN,AFC North,11-5,1,1
2013,17,DEN,AFC West,13-3,1,1
2013,17,GB,NFC North,8-7-1,1,1
2013,17,IND,AFC South,11-5,1,1
2013,17,KC,AFC West,11-5,1,1
2013,17,NE,AFC East,12-4,1,1
2013,17,NO,NFC South,11-5,1,1
2013,17,PHI,NFC East,10-6,1,1
2013,17,SD,AFC West,9-7,1,1
2013,17,SEA,NFC West,13-3,1,1
2013,17,SF,NFC West,12-4,1,1
2013,17,ARI,NFC West,10-6,0,0
2013,17,ATL,NFC South,4-12,0,0
2013,17,BAL,AFC North,8-8,0,0
2013,17,BUF,AFC East,6-10,0,0
2013,17,CHI,NFC North,8-8,0,0
2013,17,CLE,AFC North,4-12,0,0
2013,17,DAL,NFC East,8-8,0,0
2013,17,DET,NFC North,7-9,0,0
2013,17,HOU,AFC South,2-14,0,0
2013,17,JAX,AFC South,4-12,0,0
2013,17,MIA,AFC East,8-8,0,0
2013,17,MIN,NFC North,5-10-1,0,0
2013,17,NYG,NFC East,7-9,0,0
2013,17,NYJ,AFC East,8-8,0,0
2013,17,OAK,AFC West,4-12,0,0
2013,17,PIT,AFC North,8-8,0,0
2013,17,STL,NFC West,7-9,0,0
2013,17,TB,NFC South,4-12,0,0
2013,17,TEN,AFC South,7-9,0,0
2013,17,WAS,NFC East,3-13,0,0
2014,1,SF,NFC West,1-0,0.512,0
2014,1,TEN,AFC South,1-0,0.505,0
2014,1,BUF,AFC East,1-0,0.503,0
2014,1,CAR,NFC South,1-0,0.503,1
2014,1,MIN,NFC North,1-0,0.501,0
2014,1,DET,NFC North,1-0,0.482,1
2014,1,CIN,AFC North,1-0,0.467,1
2014,1,PIT,AFC North,1-0,0.457,1
2014,1,DEN,AFC West,1-0,0.451,1
2014,1,MIA,AFC East,1-0,0.442,0
2014,1,PHI,NFC East,1-0,0.438,0
2014,1,NYJ,AFC East,1-0,0.436,0
2014,1,ARI,NFC West,1-0,0.434,1
2014,1,HOU,AFC South,1-0,0.425,0
2014,1,ATL,NFC South,1-0,0.421,0
2014,1,SEA,NFC West,1-0,0.411,1
2014,1,WAS,NFC East,0-1,0.343,0
2014,1,OAK,AFC West,0-1,0.335,0
2014,1,NO,NFC South,0-1,0.331,0
2014,1,NYG,NFC East,0-1,0.309,0
2014,1,GB,NFC North,0-1,0.307,1
2014,1,IND,AFC South,0-1,0.301,1
2014,1,SD,AFC West,0-1,0.288,0
2014,1,DAL,NFC East,0-1,0.284,1
2014,1,NE,AFC East,0-1,0.284,1
2014,1,BAL,AFC North,0-1,0.28,1
2014,1,CLE,AFC North,0-1,0.276,0
2014,1,KC,AFC West,0-1,0.276,0
2014,1,JAX,AFC South,0-1,0.274,0
2014,1,STL,NFC West,0-1,0.267,0
2014,1,CHI,NFC North,0-1,0.246,0
2014,1,TB,NFC South,0-1,0.211,0
2014,2,DEN,AFC West,2-0,0.691,1
2014,2,PHI,NFC East,2-0,0.686,0
2014,2,CAR,NFC South,2-0,0.674,1
2014,2,CIN,AFC North,2-0,0.665,1
2014,2,HOU,AFC South,2-0,0.661,0
2014,2,ARI,NFC West,2-0,0.608,1
2014,2,BUF,AFC East,2-0,0.562,0
2014,2,MIN,NFC North,1-1,0.474,0
2014,2,PIT,AFC North,1-1,0.472,1
2014,2,TEN,AFC South,1-1,0.463,0
2014,2,ATL,NFC South,1-1,0.455,0
2014,2,SF,NFC West,1-1,0.436,0
2014,2,DET,NFC North,1-1,0.432,1
2014,2,MIA,AFC East,1-1,0.432,0
2014,2,SEA,NFC West,1-1,0.432,1
2014,2,NYJ,AFC East,1-1,0.417,0
2014,2,NE,AFC East,1-1,0.331,1
2014,2,GB,NFC North,1-1,0.291,1
2014,2,SD,AFC West,1-1,0.291,0
2014,2,DAL,NFC East,1-1,0.286,1
2014,2,STL,NFC West,1-1,0.278,0
2014,2,WAS,NFC East,1-1,0.272,0
2014,2,CHI,NFC North,1-1,0.265,0
2014,2,BAL,AFC North,1-1,0.223,1
2014,2,CLE,AFC North,1-1,0.213,0
2014,2,JAX,AFC South,0-2,0.171,0
2014,2,NYG,NFC East,0-2,0.162,0
2014,2,OAK,AFC West,0-2,0.149,0
2014,2,NO,NFC South,0-2,0.141,0
2014,2,KC,AFC West,0-2,0.137,0
2014,2,IND,AFC South,0-2,0.124,1
2014,2,TB,NFC South,0-2,0.109,0
2014,3,CIN,AFC North,3-0,0.8,1
2014,3,PHI,NFC East,3-0,0.796,0
2014,3,ARI,NFC West,3-0,0.762,1
2014,3,HOU,AFC South,2-1,0.688,0
2014,3,CAR,NFC South,2-1,0.615,1
2014,3,DEN,AFC West,2-1,0.611,1
2014,3,BUF,AFC East,2-1,0.568,0
2014,3,SD,AFC West,2-1,0.556,0
2014,3,CHI,NFC North,2-1,0.501,0
2014,3,ATL,NFC South,2-1,0.465,0
2014,3,PIT,AFC North,2-1,0.457,1
2014,3,DET,NFC North,2-1,0.446,1
2014,3,NE,AFC East,2-1,0.446,1
2014,3,BAL,AFC North,2-1,0.427,1
2014,3,DAL,NFC East,2-1,0.427,1
2014,3,SEA,NFC West,2-1,0.368,1
2014,3,TEN,AFC South,1-2,0.328,0
2014,3,GB,NFC North,1-2,0.288,1
2014,3,WAS,NFC East,1-2,0.267,0
2014,3,SF,NFC West,1-2,0.257,0
2014,3,MIA,AFC East,1-2,0.253,0
2014,3,MIN,NFC North,1-2,0.244,0
2014,3,CLE,AFC North,1-2,0.211,0
2014,3,IND,AFC South,1-2,0.202,1
2014,3,NYJ,AFC East,1-2,0.202,0
2014,3,STL,NFC West,1-2,0.198,0
2014,3,NO,NFC South,1-2,0.181,0
2014,3,KC,AFC West,1-2,0.139,0
2014,3,NYG,NFC East,1-2,0.131,0
2014,3,OAK,AFC West,0-3,0.057,0
2014,3,JAX,AFC South,0-3,0.055,0
2014,3,TB,NFC South,0-3,0.053,0
2014,4,PHI,NFC East,3-1,0.808,0
2014,4,ARI,NFC West,3-0,0.792,1
2014,4,CIN,AFC North,3-0,0.783,1
2014,4,HOU,AFC South,3-1,0.724,0
2014,4,SD,AFC West,3-1,0.701,0
2014,4,DET,NFC North,3-1,0.619,1
2014,4,BAL,AFC North,3-1,0.592,1
2014,4,DAL,NFC East,3-1,0.562,1
2014,4,BUF,AFC East,2-2,0.503,0
2014,4,DEN,AFC West,2-1,0.503,1
2014,4,NE,AFC East,2-2,0.503,1
2014,4,ATL,NFC South,2-2,0.472,0
2014,4,SEA,NFC West,2-1,0.463,1
2014,4,CAR,NFC South,2-2,0.459,1
2014,4,PIT,AFC North,2-2,0.417,1
2014,4,CHI,NFC North,2-2,0.387,0
2014,4,GB,NFC North,2-2,0.28,1
2014,4,IND,AFC South,2-2,0.272,1
2014,4,KC,AFC West,2-2,0.255,0
2014,4,MIA,AFC East,2-2,0.255,0
2014,4,MIN,NFC North,2-2,0.251,0
2014,4,SF,NFC West,2-2,0.232,0
2014,4,NYG,NFC East,2-2,0.221,0
2014,4,TEN,AFC South,1-3,0.202,0
2014,4,NO,NFC South,1-3,0.181,0
2014,4,CLE,AFC North,1-2,0.131,0
2014,4,STL,NFC West,1-2,0.109,0
2014,4,NYJ,AFC East,1-3,0.091,0
2014,4,WAS,NFC East,1-3,0.086,0
2014,4,TB,NFC South,1-3,0.078,0
2014,4,JAX,AFC South,0-4,0.04,0
2014,4,OAK,AFC West,0-4,0.029,0
2014,5,SD,AFC West,4-1,0.768,0
2014,5,ARI,NFC West,3-1,0.756,1
2014,5,CIN,AFC North,3-1,0.747,1
2014,5,DAL,NFC East,4-1,0.72,1
2014,5,HOU,AFC South,3-2,0.695,0
2014,5,PHI,NFC East,4-1,0.674,0
2014,5,DEN,AFC West,3-1,0.6,1
2014,5,CAR,NFC South,3-2,0.531,1
2014,5,SEA,NFC West,3-1,0.528,1
2014,5,NE,AFC East,3-2,0.507,1
2014,5,DET,NFC North,3-2,0.505,1
2014,5,BAL,AFC North,3-2,0.499,1
2014,5,BUF,AFC East,3-2,0.499,0
2014,5,GB,NFC North,3-2,0.446,1
2014,5,IND,AFC South,3-2,0.417,1
2014,5,PIT,AFC North,3-2,0.396,1
2014,5,SF,NFC West,3-2,0.343,0
2014,5,NYG,NFC East,3-2,0.331,0
2014,5,ATL,NFC South,2-3,0.318,0
2014,5,MIA,AFC East,2-2,0.314,0
2014,5,MIN,NFC North,2-3,0.278,0
2014,5,KC,AFC West,2-3,0.219,0
2014,5,CLE,AFC North,2-2,0.208,0
2014,5,CHI,NFC North,2-3,0.204,0
2014,5,NO,NFC South,2-3,0.164,0
2014,5,TB,NFC South,1-4,0.088,0
2014,5,STL,NFC West,1-3,0.084,0
2014,5,TEN,AFC South,1-4,0.061,0
2014,5,NYJ,AFC East,1-4,0.053,0
2014,5,WAS,NFC East,1-4,0.029,0
2014,5,JAX,AFC South,0-5,0.015,0
2014,5,OAK,AFC West,0-4,0.002,0
2014,6,SD,AFC West,5-1,0.859,0
2014,6,DAL,NFC East,5-1,0.851,1
2014,6,PHI,NFC East,5-1,0.773,0
2014,6,DEN,AFC West,4-1,0.718,1
2014,6,NE,AFC East,4-2,0.693,1
2014,6,ARI,NFC West,4-1,0.686,1
2014,6,IND,AFC South,4-2,0.684,1
2014,6,CAR,NFC South,3-2-1,0.663,1
2014,6,CIN,AFC North,3-1-1,0.636,1
2014,6,GB,NFC North,4-2,0.568,1
2014,6,BAL,AFC North,4-2,0.547,1
2014,6,DET,NFC North,4-2,0.541,1
2014,6,SF,NFC West,4-2,0.505,0
2014,6,HOU,AFC South,3-3,0.44,0
2014,6,SEA,NFC West,3-2,0.419,1
2014,6,PIT,AFC North,3-3,0.354,1
2014,6,BUF,AFC East,3-3,0.349,0
2014,6,CLE,AFC North,3-2,0.339,0
2014,6,NYG,NFC East,3-3,0.284,0
2014,6,NO,NFC South,2-3,0.236,0
2014,6,CHI,NFC North,3-3,0.223,0
2014,6,MIA,AFC East,2-3,0.185,0
2014,6,KC,AFC West,2-3,0.139,0
2014,6,ATL,NFC South,2-4,0.12,0
2014,6,MIN,NFC North,2-4,0.084,0
2014,6,TEN,AFC South,2-4,0.048,0
2014,6,TB,NFC South,1-5,0.023,0
2014,6,STL,NFC West,1-4,0.019,0
2014,6,NYJ,AFC East,1-5,0.008,0
2014,6,WAS,NFC East,1-5,0.004,0
2014,6,JAX,AFC South,0-6,0,0
2014,6,OAK,AFC West,0-5,0,0
2014,7,DAL,NFC East,6-1,0.939,1
2014,7,IND,AFC South,5-2,0.869,1
2014,7,DEN,AFC West,5-1,0.829,1
2014,7,PHI,NFC East,5-1,0.815,0
2014,7,ARI,NFC West,5-1,0.792,1
2014,7,NE,AFC East,5-2,0.781,1
2014,7,SD,AFC West,5-2,0.766,0
2014,7,BAL,AFC North,5-2,0.699,1
2014,7,CAR,NFC South,3-3-1,0.695,1
2014,7,DET,NFC North,5-2,0.691,1
2014,7,GB,NFC North,5-2,0.691,1
2014,7,SF,NFC West,4-3,0.545,0
2014,7,CIN,AFC North,3-2-1,0.507,1
2014,7,PIT,AFC North,4-3,0.349,1
2014,7,BUF,AFC East,4-3,0.312,0
2014,7,CLE,AFC North,3-3,0.255,0
2014,7,SEA,NFC West,3-3,0.225,1
2014,7,KC,AFC West,3-3,0.213,0
2014,7,NO,NFC South,2-4,0.2,0
2014,7,HOU,AFC South,3-4,0.198,0
2014,7,MIA,AFC East,3-3,0.187,0
2014,7,NYG,NFC East,3-4,0.143,0
2014,7,CHI,NFC North,3-4,0.093,0
2014,7,ATL,NFC South,2-5,0.088,0
2014,7,TB,NFC South,1-5,0.036,0
2014,7,TEN,AFC South,2-5,0.029,0
2014,7,MIN,NFC North,2-5,0.027,0
2014,7,STL,NFC West,2-4,0.021,0
2014,7,JAX,AFC South,1-6,0.002,0
2014,7,NYJ,AFC East,1-6,0.002,0
2014,7,OAK,AFC West,0-6,0,0
2014,7,WAS,NFC East,2-5,0,0
2014,8,ARI,NFC West,6-1,0.931,1
2014,8,DEN,AFC West,6-1,0.916,1
2014,8,DAL,NFC East,6-2,0.857,1
2014,8,DET,NFC North,6-2,0.829,1
2014,8,IND,AFC South,5-3,0.825,1
2014,8,NE,AFC East,6-2,0.789,1
2014,8,PHI,NFC East,5-2,0.752,0
2014,8,GB,NFC North,5-3,0.699,1
2014,8,BAL,AFC North,5-3,0.594,1
2014,8,CAR,NFC South,3-4-1,0.547,1
2014,8,PIT,AFC North,5-3,0.501,1
2014,8,SD,AFC West,5-3,0.497,0
2014,8,CIN,AFC North,4-2-1,0.453,1
2014,8,SF,NFC West,4-3,0.451,0
2014,8,BUF,AFC East,5-3,0.434,0
2014,8,NO,NFC South,3-4,0.387,0
2014,8,KC,AFC West,4-3,0.295,0
2014,8,SEA,NFC West,4-3,0.291,1
2014,8,HOU,AFC South,4-4,0.251,0
2014,8,CLE,AFC North,4-3,0.219,0
2014,8,MIA,AFC East,4-3,0.219,0
2014,8,NYG,NFC East,3-4,0.086,0
2014,8,ATL,NFC South,2-6,0.059,0
2014,8,CHI,NFC North,3-5,0.042,0
2014,8,MIN,NFC North,3-5,0.032,0
2014,8,TB,NFC South,1-6,0.015,0
2014,8,WAS,NFC East,3-5,0.013,0
2014,8,STL,NFC West,2-5,0.011,0
2014,8,TEN,AFC South,2-6,0.008,0
2014,8,JAX,AFC South,1-7,0,0
2014,8,NYJ,AFC East,1-7,0,0
2014,8,OAK,AFC West,0-7,0,0
2014,9,ARI,NFC West,7-1,0.975,1
2014,9,DET,NFC North,6-2,0.901,1
2014,9,DEN,AFC West,6-2,0.899,1
2014,9,IND,AFC South,6-3,0.876,1
2014,9,PHI,NFC East,6-2,0.851,0
2014,9,NE,AFC East,7-2,0.844,1
2014,9,DAL,NFC East,6-3,0.766,1
2014,9,NO,NFC South,4-4,0.672,0
2014,9,GB,NFC North,5-3,0.663,1
2014,9,PIT,AFC North,6-3,0.634,1
2014,9,CIN,AFC North,5-2-1,0.453,1
2014,9,BUF,AFC East,5-3,0.442,0
2014,9,SEA,NFC West,5-3,0.408,1
2014,9,BAL,AFC North,5-4,0.377,1
2014,9,MIA,AFC East,5-3,0.364,0
2014,9,KC,AFC West,5-3,0.337,0
2014,9,CLE,AFC North,5-3,0.322,0
2014,9,CAR,NFC South,3-5-1,0.309,1
2014,9,SD,AFC West,5-4,0.284,0
2014,9,SF,NFC West,4-4,0.229,0
2014,9,HOU,AFC South,4-5,0.164,0
2014,9,MIN,NFC North,4-5,0.074,0
2014,9,NYG,NFC East,3-5,0.057,0
2014,9,CHI,NFC North,3-5,0.044,0
2014,9,ATL,NFC South,2-6,0.032,0
2014,9,WAS,NFC East,3-6,0.008,0
2014,9,STL,NFC West,3-5,0.006,0
2014,9,TB,NFC South,1-7,0.004,0
2014,9,TEN,AFC South,2-6,0.004,0
2014,9,JAX,AFC South,1-8,0,0
2014,9,NYJ,AFC East,1-8,0,0
2014,9,OAK,AFC West,0-8,0,0
2014,10,ARI,NFC West,8-1,0.987,1
2014,10,IND,AFC South,6-3,0.922,1
2014,10,PHI,NFC East,7-2,0.918,0
2014,10,DET,NFC North,7-2,0.914,1
2014,10,NE,AFC East,7-2,0.886,1
2014,10,DEN,AFC West,7-2,0.876,1
2014,10,DAL,NFC East,7-3,0.758,1
2014,10,NO,NFC South,4-5,0.72,0
